t,W_spectrax,W_gx,Phi2_spectrax,Phi2_gx,qflux_spectrax,qflux_gx,pflux_spectrax,pflux_gx,phi_mode_re,phi_mode_im
1.869041233621065778e+00,nan,1.283244847106933594e+04,nan,8.641589856147766113e+02,nan,4.483897094726562500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.873978266920791835e+00,nan,1.286424967956542969e+04,nan,4.893094590902328491e+02,nan,4.841445007324218750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.879058132419709537e+00,nan,1.285376962280273438e+04,nan,7.584069356918334961e+02,nan,4.711135864257812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.884190590141635369e+00,nan,1.286520283508300781e+04,nan,4.880622469186782837e+02,nan,4.809177856445312500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.889286312939709500e+00,nan,1.285360447692871094e+04,nan,5.575276911258697510e+02,nan,4.679960327148437500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.894504675573066566e+00,nan,1.285344151306152344e+04,nan,6.041036226749420166e+02,nan,4.233701171875000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.899414800349483734e+00,nan,1.288017630004882812e+04,nan,4.513154466152191162e+02,nan,4.676796875000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.904521805393940115e+00,nan,1.285650776672363281e+04,nan,4.368231193423271179e+02,nan,4.663839416503906250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.909825245766787916e+00,nan,1.284715991210937500e+04,nan,4.355982976555824280e+02,nan,4.512275390625000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.915079625857962320e+00,nan,1.285886822509765625e+04,nan,7.026001772880554199e+02,nan,4.230768432617187500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.920140369057820262e+00,nan,1.285493321228027344e+04,nan,4.186907002329826355e+02,nan,4.513660888671875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.925185887033844301e+00,nan,1.289548674011230469e+04,nan,4.289049941301345825e+02,nan,4.443394775390625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.930280056937856870e+00,nan,1.290973402404785156e+04,nan,4.285336764454841614e+02,nan,4.467049255371093750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.935417596163540255e+00,nan,1.290121351623535156e+04,nan,4.252211243510246277e+02,nan,4.470954895019531250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.940523087826875770e+00,nan,1.291460028076171875e+04,nan,4.422982780933380127e+02,nan,4.430878601074218750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.945494803358327474e+00,nan,1.290083259582519531e+04,nan,4.171051945686340332e+02,nan,4.338978271484375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.950518327906984428e+00,nan,1.295828727722167969e+04,nan,4.017236947417259216e+02,nan,4.421696777343750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.955274864310307281e+00,nan,1.307538493347167969e+04,nan,2.080655759811401367e+03,nan,4.133656616210937500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.960394581694638427e+00,nan,1.405859970092773438e+04,nan,1.186254794120788574e+03,nan,4.111998901367187500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.965439398077442057e+00,nan,1.408537440490722656e+04,nan,4.215307918190956116e+02,nan,4.522359008789062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.970480387606118766e+00,nan,1.407327563476562500e+04,nan,4.255776486992835999e+02,nan,4.649656982421875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.975535006407195038e+00,nan,1.405483296203613281e+04,nan,4.998153821229934692e+02,nan,4.316242675781250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.980580101450846842e+00,nan,1.408050926208496094e+04,nan,4.061928287744522095e+02,nan,4.414808349609375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.985626276709643756e+00,nan,1.405373194885253906e+04,nan,4.105441120266914368e+02,nan,4.247396545410156250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.990667985612386781e+00,nan,1.406112538146972656e+04,nan,4.433272845745086670e+02,nan,4.140379028320312500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.995893510988532515e+00,nan,1.406254957580566406e+04,nan,4.165984978675842285e+02,nan,4.220987243652343750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.000964251862976440e+00,nan,1.404590638732910156e+04,nan,4.782529562711715698e+02,nan,3.967895202636718750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.006133025751852372e+00,nan,1.402874659729003906e+04,nan,3.856969276070594788e+02,nan,4.143417053222656250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.011049433941056286e+00,nan,1.405090307617187500e+04,nan,4.437151454687118530e+02,nan,4.111522216796875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.015999318395272244e+00,nan,1.402820550537109375e+04,nan,3.952272937893867493e+02,nan,4.244271545410156250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.020997862154038760e+00,nan,1.402727970886230469e+04,nan,3.724751921296119690e+02,nan,4.059269714355468750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.026035296956155918e+00,nan,1.404145318603515625e+04,nan,3.743457088470458984e+02,nan,4.055522766113281250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.031096116749070646e+00,nan,1.401562115478515625e+04,nan,3.623513821363449097e+02,nan,4.013364868164062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.035998600372238343e+00,nan,1.403535214233398438e+04,nan,4.465761684179306030e+02,nan,4.105135192871093750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.041080223289859497e+00,nan,1.401996641540527344e+04,nan,4.133577212095260620e+02,nan,3.982547302246093750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.046093565334310416e+00,nan,1.403386013793945312e+04,nan,3.551008626818656921e+02,nan,3.912321777343750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.051058361664946705e+00,nan,1.403413891601562500e+04,nan,3.547440411448478699e+02,nan,3.962444458007812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.056104035987393885e+00,nan,1.401657539367675781e+04,nan,4.324689165353775024e+02,nan,3.959324951171875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.061291656125219696e+00,nan,1.402428570556640625e+04,nan,3.614757274985313416e+02,nan,3.842196044921875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.066496984182298657e+00,nan,1.401827130126953125e+04,nan,3.421690992712974548e+02,nan,3.851606445312500000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.071672655901849680e+00,nan,1.401913769531250000e+04,nan,3.320601533055305481e+02,nan,3.847288208007812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.076818783849070371e+00,nan,1.402221925354003906e+04,nan,3.336810451745986938e+02,nan,3.839541015625000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.081881684919483888e+00,nan,1.402177137756347656e+04,nan,3.263324233889579773e+02,nan,3.775038146972656250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.087004382526002289e+00,nan,1.403808479309082031e+04,nan,3.263862175941467285e+02,nan,3.778467407226562500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.092248365814503686e+00,nan,1.404274446105957031e+04,nan,1.102872236728668213e+03,nan,2.921926269531250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.097244667996592149e+00,nan,1.406436367797851562e+04,nan,3.223238732218742371e+02,nan,3.760187988281250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.102461031212202514e+00,nan,1.405251623535156250e+04,nan,4.025639841556549072e+02,nan,3.761874389648437500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.107535437128018607e+00,nan,1.404987542724609375e+04,nan,3.172835961580276489e+02,nan,3.644344787597656250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.112825950819374299e+00,nan,1.405117344665527344e+04,nan,3.366563750505447388e+02,nan,3.518143310546875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.117721381379740198e+00,nan,1.410688236999511719e+04,nan,6.753888006210327148e+02,nan,2.213614501953125000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.122312721099821164e+00,nan,1.407401211547851562e+04,nan,3.234797859787940979e+02,nan,3.659340820312500000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.127400263412318804e+00,nan,1.458904635620117188e+04,nan,2.281741464233398438e+04,nan,-9.272724609375000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.132180901308787124e+00,nan,1.459143179321289062e+04,nan,3.181249375939369202e+02,nan,3.560166320800781250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.137435795142768491e+00,nan,1.457973591613769531e+04,nan,3.077671099901199341e+02,nan,3.553047790527343750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.142538884377490405e+00,nan,1.457095668029785156e+04,nan,3.072356653809547424e+02,nan,3.561836853027343750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.147710788131635962e+00,nan,1.456757215881347656e+04,nan,3.202385722994804382e+02,nan,3.520387878417968750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.152962427048680905e+00,nan,1.457282336425781250e+04,nan,3.183745689988136292e+02,nan,3.672912292480468750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.158082552164927392e+00,nan,1.455855285644531250e+04,nan,5.000637454986572266e+02,nan,3.192740783691406250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.163170432940929810e+00,nan,1.456767691040039062e+04,nan,5.010750501155853271e+02,nan,3.068497619628906250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.168427376228148962e+00,nan,1.457115895080566406e+04,nan,4.616709965467453003e+02,nan,2.802183532714843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.173517681264582002e+00,nan,1.456020727539062500e+04,nan,3.759158847332000732e+02,nan,3.160114440917968750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.178769102341952646e+00,nan,1.457556852722167969e+04,nan,3.286165477633476257e+02,nan,3.326067810058593750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.183804648346628685e+00,nan,1.456643612670898438e+04,nan,3.258820011019706726e+02,nan,3.424362182617187500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.188982681234330041e+00,nan,1.456567892456054688e+04,nan,4.691738362312316895e+02,nan,3.068691406250000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.194013713093845297e+00,nan,1.457115704345703125e+04,nan,2.907066030502319336e+02,nan,3.418052368164062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.199040197755941506e+00,nan,1.456452842712402344e+04,nan,2.905328093767166138e+02,nan,3.411658325195312500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.204061186674860284e+00,nan,1.455499659729003906e+04,nan,2.916861920356750488e+02,nan,3.329717102050781250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.209210190899568715e+00,nan,1.455120315551757812e+04,nan,3.767695437669754028e+02,nan,3.273913269042968750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.214352118270581649e+00,nan,1.454119152832031250e+04,nan,2.863380324244499207e+02,nan,3.355576782226562500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.219360524911091037e+00,nan,1.453476835632324219e+04,nan,3.168887223601341248e+02,nan,3.333835449218750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.224544570581878045e+00,nan,1.453153651428222656e+04,nan,2.994797006845474243e+02,nan,3.272495117187500000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.229665371541768248e+00,nan,1.453586022949218750e+04,nan,2.871136347055435181e+02,nan,3.359541931152343750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.234801640670115663e+00,nan,1.452897645568847656e+04,nan,2.768178402185440063e+02,nan,3.334995727539062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.240039484056930874e+00,nan,1.453825070190429688e+04,nan,2.758040076494216919e+02,nan,3.294673461914062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.245230009288863293e+00,nan,1.453048103332519531e+04,nan,3.094664019346237183e+02,nan,3.269959106445312500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.250397951791869300e+00,nan,1.452930154418945312e+04,nan,2.730262160897254944e+02,nan,3.253895263671875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.255511852582417820e+00,nan,1.452447758483886719e+04,nan,2.688793945312500000e+02,nan,3.249476928710937500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.260510825582518812e+00,nan,1.454137913513183594e+04,nan,2.833402236104011536e+02,nan,3.189662170410156250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.265542647162204215e+00,nan,1.453078729248046875e+04,nan,2.705264427661895752e+02,nan,3.249879760742187500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.270493563728511965e+00,nan,1.452765615844726562e+04,nan,4.500165996551513672e+02,nan,3.094361572265625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.275590817697484614e+00,nan,1.453966250610351562e+04,nan,2.769359446763992310e+02,nan,3.217856140136718750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.280623869555916450e+00,nan,1.453696934509277344e+04,nan,2.625357123613357544e+02,nan,3.145892333984375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.285703762980665577e+00,nan,1.455468229675292969e+04,nan,4.263840973377227783e+02,nan,2.743006896972656250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.290756894463788829e+00,nan,1.455287953186035156e+04,nan,2.883228505849838257e+02,nan,3.085880126953125000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.295755777824168398e+00,nan,1.455489520263671875e+04,nan,2.986119497418403625e+02,nan,3.093058471679687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.300700097769651453e+00,nan,1.453511389160156250e+04,nan,2.576557554006576538e+02,nan,3.077523193359375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.305981759063548520e+00,nan,1.453482937622070312e+04,nan,2.668458116054534912e+02,nan,3.078005676269531250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.311177377318358150e+00,nan,1.452883692932128906e+04,nan,2.584242989420890808e+02,nan,3.066196899414062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.316230520127978032e+00,nan,1.453369436645507812e+04,nan,4.674651997089385986e+02,nan,2.859667968750000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.321167093065398923e+00,nan,1.454723034667968750e+04,nan,2.800583695769309998e+02,nan,3.100325927734375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.326167379309624916e+00,nan,1.453099838256835938e+04,nan,3.623574621677398682e+02,nan,2.660857543945312500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.331189621965064962e+00,nan,1.453458230590820312e+04,nan,2.539061339497566223e+02,nan,3.136492309570312500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.336347552934159744e+00,nan,1.452897212219238281e+04,nan,3.381952643394470215e+02,nan,2.911284790039062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.341524555885332592e+00,nan,1.455350576782226562e+04,nan,2.456511000394821167e+02,nan,3.060890502929687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.346545788184450920e+00,nan,1.453970028686523438e+04,nan,1.091659570693969727e+03,nan,2.824160156250000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.351648279181078216e+00,nan,1.457217544555664062e+04,nan,2.518822292089462280e+02,nan,3.076778869628906250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.356841613220286291e+00,nan,1.457304112243652344e+04,nan,2.591817087531089783e+02,nan,3.110163574218750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.361959939645713380e+00,nan,1.456222711181640625e+04,nan,2.652401897907257080e+02,nan,3.163926696777343750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.367153911112353626e+00,nan,1.455679129028320312e+04,nan,3.247669594287872314e+02,nan,3.045137023925781250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.372217609916477787e+00,nan,1.456114726257324219e+04,nan,2.505083626508712769e+02,nan,3.122878723144531250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.377127201568139725e+00,nan,1.455866386413574219e+04,nan,2.614655646681785583e+02,nan,3.171293640136718750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.382373339502668497e+00,nan,1.454776634216308594e+04,nan,2.475393132567405701e+02,nan,3.103469238281250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.387369294409037668e+00,nan,1.455557095336914062e+04,nan,2.463861093521118164e+02,nan,3.111583862304687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.392751251348511854e+00,nan,1.456032395935058594e+04,nan,2.744186294078826904e+02,nan,3.047565917968750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.397808648607824722e+00,nan,1.456503378295898438e+04,nan,2.589255270361900330e+02,nan,3.173275756835937500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.402846362983102058e+00,nan,1.458536177062988281e+04,nan,2.416558414459228516e+03,nan,-3.759365081787109375e+01,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.407739902118046782e+00,nan,1.458048693847656250e+04,nan,2.522527034282684326e+02,nan,3.131011352539062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.412901991656177803e+00,nan,1.457898245239257812e+04,nan,2.600037426352500916e+02,nan,3.059040527343750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.417867832934223138e+00,nan,1.458289675903320312e+04,nan,2.559110867977142334e+02,nan,3.208757934570312500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.422904762564408898e+00,nan,1.456645228576660156e+04,nan,2.506840018630027771e+02,nan,3.051986083984375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.428036038305449562e+00,nan,1.456159400939941406e+04,nan,2.459732327461242676e+02,nan,3.084230957031250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.433213190595051145e+00,nan,1.456489515686035156e+04,nan,2.514094660878181458e+02,nan,3.129375915527343750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.438206862720286416e+00,nan,1.457317900085449219e+04,nan,2.640793877840042114e+02,nan,3.040671386718750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.443349749221727318e+00,nan,1.456798617553710938e+04,nan,2.726207205653190613e+02,nan,3.074542846679687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.448566610861527604e+00,nan,1.455534402465820312e+04,nan,2.415180929601192474e+02,nan,3.076554565429687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.453694307960124998e+00,nan,1.459067106628417969e+04,nan,2.722511947154998779e+02,nan,3.094608154296875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.458860395360662920e+00,nan,1.458995309448242188e+04,nan,2.627450860142707825e+02,nan,3.101345214843750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.464012324112561991e+00,nan,1.457916351318359375e+04,nan,2.633543998599052429e+02,nan,3.141610717773437500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.469238249027523757e+00,nan,1.458240083312988281e+04,nan,3.486438198089599609e+02,nan,2.794735107421875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.474251906829186609e+00,nan,1.459286497497558594e+04,nan,2.463330335021018982e+02,nan,3.161207275390625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.479294420322003756e+00,nan,1.458145440673828125e+04,nan,2.562460951209068298e+02,nan,3.023606567382812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.484416479899634211e+00,nan,1.459900320434570312e+04,nan,2.509859184622764587e+02,nan,3.014944458007812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.489460657122747556e+00,nan,1.459062220764160156e+04,nan,2.902354264259338379e+02,nan,2.976524963378906250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.494553810221581180e+00,nan,1.458474617004394531e+04,nan,2.407985078692436218e+02,nan,2.990367736816406250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.499690285229025477e+00,nan,1.458565536499023438e+04,nan,2.673387194871902466e+02,nan,2.927131347656250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.500028569145547053e+00,nan,1.458567051696777344e+04,nan,2.476786534786224365e+02,nan,2.974722595214843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
